,Followers,Handle,Influencer-Score,Latitude,Longitude,Total Tweets by user,Tweet,User,User location,Tier
52,473404,FaceTheNation,2.7204156664411,38.890370000000075,-77.03195999999997,27428,"On reports that North Korean leader Kim Jong Un had one of his advisors executed, @MarkWarner says he “can’t confirm” but adds, if true “it raises real questions” about the “president's notion that he has built this personal relationship with this murderer.” https://t.co/tjPIZkmef6",Face The Nation,"Washington, DC",Mid
53,2328266,FastCompany,2.1189203709232127,40.71455000000003,-74.00713999999994,219753,"If you want Ben &amp; Jerry’s CBD ice cream to become a reality, do this right now https://t.co/1UDgNPOE8Z",Fast Company,"New York, NY",Star
54,13074,FernandoAmandi,4.158555461740643,39.39870315600007,-99.41461918999994,122125,Pope Che should mind his business within the Catholic Church where he has lots of problems and stop attacking the United States. Render to Caesar the things that are Caesar's and to God the things that are God's...mind your business Pope.  https://t.co/He0UeFcxaG,Fernando Amandi Sr. 🇺🇸,United States,Micro
55,694107,ForeignAffairs,3.0106793909373857,40.71455000000003,-74.00713999999994,51853,"""For decades, Venezuela welcomed millions of foreigners who contributed to, and benefited from, the country’s prosperity. The countries on the receiving end of today’s migration would be wise to reciprocate by opening their doors to Venezuelans.""
https://t.co/pp0TjlWwyU",Foreign Affairs,"New York, NY",Macro
56,31799,ForeverLogical,6.232294934795672,38.890370000000075,-77.03195999999997,176120,@realDonaldTrump @ianbremmer @splinter_news Trump inaccurately claims pre-election rally in Michigan was 8 times bigger than building's capacity https://t.co/6rFocykPYc,Forever Logical 🖖,"Washington, USA",Micro
57,2261963,FortuneMagazine,2.380582752037919,40.71455000000003,-74.00713999999994,197251,Trump to impose 5% tariff on Mexico over illegal immigration https://t.co/MIjG4Z0B78,FORTUNE,New York,Star
58,256866,FoxNewsSunday,6.027813359991326,38.890370000000075,-77.03195999999997,13561,"Mick Mulvaney on President Trump's relationship with Kim Jong Un:  To have a good working relationship with somebody, with anybody, how is that ever a bad thing? https://t.co/t2YHY5WXo9",FoxNewsSunday,"Washington, D.C.",Mid
59,59814,GKeile,53.02425108978685,33.018970000000024,-80.17600999999996,80414,"@BernieSanders That's your fault Bernie. If you and your socialist buddy's would do something about these illegals invading our country  there wouldn't be illegals held at border station that America is paying for as we have homeless vets living on the streets!

SEND THEM HOME AND FUND THE WALL",Go Trump,"Summerville, SC",Micro
60,48463,HammerNation19,1.2368199236984185,41.50473000000005,-81.69073999999995,19055,".@EByner on Odell on OTAs: ""Sure. It's voluntary. But winning is also voluntary...""",Aaron Goldhammer,"Cleveland, OH",Micro
61,24097,Headsnipe011,14.769341177463058,38.904771192000055,-77.01632174599996,59503,"!!

DHS Signs Memorandum of Cooperation with Guatemala to Confront Irregular Migration and Combat Human Smuggling

@drawandstrike @catesduane @rising_serpent @almostjingo @tracybeanz @TheChiIIum @Quodverum_ @CarrollQuigley1

#JustTheRealNews #TheMighty200
 https://t.co/0RSm6bVy1T",Headsnipe011,DC,Micro
62,2213935,HomeAdore,34.27598813955661,40.71455000000003,-74.00713999999994,145653,"Rock House by UN Arquitectura

https://t.co/XqpGyTDZr2

#interiordesign #interior #decor #architecture https://t.co/3MfV5YdrcF",Home Adore,New York,Star
63,50642,HonAhmedHussen,1.4943528966107253,43.648690000000045,-79.38543999999996,7348,"LGBTQ2 refugees have faced unimaginable circumstances just for being who they are. 🇨🇦 will protect them and help these most vulnerable people feel safe at long last. 🏳‍🌈 

https://t.co/Lrr9es8yY0 https://t.co/EcVNqZiJC0",Ahmed Hussen,"Toronto, Ontario",Micro
64,48757,Hope012015,2.2491732234110646,31.46273304600004,-99.33305008999997,87920,GOP candidate who drove 'deportation bus' sentenced for fraud charges https://t.co/XP1EBdlHfb,Kenny_ANTI_gop,"Texas, USA",Micro
65,27635,Horns247,3.2468760477913707,30.26759000000004,-97.74298999999996,23164,"Sources: #Longhorns are sending a caravan of Tom Herman, Sam Ehlinger, Drew Mehringer and others to Los Angeles to meet with Bru McCoy and his family Wednesday. More from @ChipBrown247. https://t.co/aVLAOc5q2C https://t.co/nSscxrsyMF",Horns247,"Austin, TX",Micro
66,25826,HyperPotions,1.1513811657682096,39.96864178091132,-75.16568645937642,5342,"Here's one of the songs we made for Team Sonic Racing 😀❤️

Ice Mountain! ❄️ https://t.co/MsVWQu2YBK",Hyper Potions,San Francisco & Philadelphia,Micro
